Medications
Name,Price
Guardian Therapeutic Heat Patch for Neck & Shoulder 2pcs,$3.00
"Blood BackHeat Back Pain Relief, 2pcs",$4.90
"Blood MenstruHeat Menstrual Cramp Relief, 2pcs",$4.90
"Aleve Pain Relief Naproxen Sodium, 220mgx12 tablets",$8.45
"Tiger Balm Red Plasters Warm Large, 3pcs",$5.40
CEM Non Contact Forehead Infrared Thermometer,$105.00
Beyond Bodiheat Heat Pad,$1.90
Ripple Bee Apitherapy Gel,$127.30
Ripple Glucosamine 1500 Cream Triple Pack,$177.60
"Fei Fah Limps & Joints Oil, 3x50ml",$96.20
"Fei Fah Neck & Shoulder Relief Oil, 3x50ml",$85.50
"Fei Fah Ginger Citronella Oil, 3x50ml",$53.40
"Hoe Hin Strain Relief Oil, 50ml",$8.90
Fei Fah Eucalyptus Oil 50ml,$32.00
"Nutrilife CA+ Expert Joint Hot Spray, 100ml",$27.90
"Nutrilife CA+ Expert Joint Cold Gel, 100ml",$27.90
ICM Pharma Wintergreen Oil Bp 100ml,$5.90
"Flexiseq Twin Pack, 2x50g",$59.90
"Voltaren Muscle Back and Joint Pain Relief EmulGel, 50g",$22.40
"Ebene Bio-Heat Wonder Pain Relief Cream, 50g",$6.90
"Urah Joint Cream, 50g",$28.00
"Heritage Gold Rheuma-Salve Medicated Balm, 50g",$8.70
"Goldboss Tong Guan Huo Luo Wan Li Zhui Feng You, 40ml",$20.12
"Goldboss Xia Shan Hu Zheng Gu Die Da You, 40ml",$20.12
"Eagle Baby Eucalyptus Oil Plus, 60ml",$7.85
"Koli Medicated Herbs Pain Relief Plaster for Rheumatic Pain, 5s",$6.30
Pain Relief Patch 5pcs,$5.90
"Tiger Balm Red Relief Pain, 30g",$5.90
"Ammeltz Yoko Yoko Analgesic Liquid, 46ml",$6.05
"Ammeltz Yoko Yoko Plus Massage, 46ml",$6.20
"Guardian Wellness Patch Bamboo Vinegar with Lavender, 10pcs",$9.00
Ebene Bio-Heat Extra Strength Pain Relief Cream,$9.90
Guardian Therapeutic Heat Patch for Abdomen 2pcs,$3.00
Guardian Therapeutic Heat Patch for Neck & Shoulder 2pcs,$3.00
"Blood BackHeat Back Pain Relief, 2pcs",$4.90
"Blood MenstruHeat Menstrual Cramp Relief, 2pcs",$4.90
"Aleve Pain Relief Naproxen Sodium, 220mgx12 tablets",$8.45
"Tiger Balm Red Plasters Warm Large, 3pcs",$5.40
"Fei Fah Red Flower, 3x50ml",$22.50
"Ripple Saltwater Crocodile Oil Cream Triple Pack, 3x50g",$292.10
Heritage Gold Care Kit Set,$26.90
"Heritage Gold Rheuma-Salve Medicated Balm, 2 x 20g",$10.00
"Fei Fah Seabed Iron Tree Ointment, 50ml",$15.90
"Fei Fah Crocodile Oil (Original), 50ml",$69.55
"Ripple Crocodile Oil (Original), 50ml",$106.00
"Ripple Crocodile Oil (Fragrance), 50ml",$116.70
"Ripple Crocodile Oil (Original), 3x50ml",$292.10
Fei Fah Sea Bed Iron tree Oil 50ml x 3,$44.80
"Fei Fah Gold Lion Rheumatic Oil, 50ml",$26.60
"Fei Fah Hak Kuai Oil, 50ml",$35.20
Fei Fah Combination - Hak Kuai + Neck + Limps 50ml,$74.80
Fei Fah Combination - Ginger Oil + Neck + Limps 50ml,$96.20
"Ripple Saltwater Crocodile Oil Cream, 50g",$106.00
"Tiger Balm Neck & Shoulder Rub, 50g",$8.60
"Hoe Hin White Flower Embrocation, 10ml",$4.80
Eagle Eucalyptus Oil 60ml,$6.00
"Lotus Leaf Brand Gold Lion Rheumatic Oil, 60ml",$24.30
Fei Fah Electric Medibalm Extra 30g w/Crocodile Oil x 6,$66.30
"Eagle Yellow Balm, 40g",$4.30
"Tiger Balm Active Muscle Spray, 75ml",$8.15
"Tiger Balm Active Muscle Rub, 60g",$7.90
"MegRhythm Steam Thermo Patch 
Shoulder & Lower Back 4p",$7.95
"Eagle Fresh On Original, 8ml",$3.00
Fei Fah Red Flower Ointment w/MM 80ml,$15.65
Fei Fah Liniment Ointment w/MM 80ml,$19.15
"Lynk TGC High Strength Glucosamine Cream, 45g",$30.20
"GreenLife Joint & Muscle Cream, 125g",$33.25
"Kwan Loong Oil, 3ml",$1.35
"Kwan Loong Oil, 57ml",$6.60
"Mentholatum Deep Heat Ex Strength Pain Relieving Cream, 94.4g",$18.35
"Mentholatum Deep Heat Ex Strength Pain Relieving Cream, 35.4g",$9.65
"Shaklee Joint & Muscle Pain Cream, 85g",$39.69
"Tiger Balm Liniment, 28ml",$6.00
"Tiger Balm Joint Rub, 113ml",$23.00
"Panadol with Optizorb, 20 caplets",$7.50
"Panadol Extra, 120 caplets",$52.10
"Panadol Mini Caps, 12 caps",$7.90
Eagle Brand Naturoil Natural Disinfectant & Antiseptic Tea Tree Spray 280ml,$6.90
"Eagle Medicated Oil Refresh, 24ml",$5.70
"Calpol Suspension Pain and Fever Relief, 70ml",$9.90
Brufen Suspension 60ml,$8.90
"Heritage Rheuma-Salve Med Balm Value Pack, 6x50g",$53.00
"Circulation Patch It Sleep Patch-It, 6pcs",$12.90
Cap Tawon Minyak Gosok EE 60ml,$8.50
Omron Digital Thermometer MC-246,$7.90
"Fei Fah Red Flower, 3x50ml",$22.50
"Ripple Saltwater Crocodile Oil Cream Triple Pack, 3x50g",$292.10
Heritage Gold Care Kit Set,$26.90
"Heritage Gold Rheuma-Salve Medicated Balm, 2 x 20g",$10.00
"Fei Fah Seabed Iron Tree Ointment, 50ml",$15.90
"Fei Fah Crocodile Oil (Original), 50ml",$69.55
"Ripple Crocodile Oil (Original), 50ml",$106.00
"Ripple Crocodile Oil (Fragrance), 50ml",$116.70
"Ripple Crocodile Oil (Original), 3x50ml",$292.10
Fei Fah Sea Bed Iron tree Oil 50ml x 3,$44.80
"Fei Fah Gold Lion Rheumatic Oil, 50ml",$26.60
"Fei Fah Hak Kuai Oil, 50ml",$35.20
Fei Fah Combination - Hak Kuai + Neck + Limps 50ml,$74.80
Fei Fah Combination - Ginger Oil + Neck + Limps 50ml,$96.20
"Ripple Saltwater Crocodile Oil Cream, 50g",$106.00
"Tiger Balm Neck & Shoulder Rub, 50g",$8.60
"Hoe Hin White Flower Embrocation, 10ml",$4.80
Eagle Eucalyptus Oil 60ml,$6.00
"Lotus Leaf Brand Gold Lion Rheumatic Oil, 60ml",$24.30
Fei Fah Electric Medibalm Extra 30g w/Crocodile Oil x 6,$66.30
"Eagle Yellow Balm, 40g",$4.30
"Tiger Balm Active Muscle Spray, 75ml",$8.15
"Tiger Balm Active Muscle Rub, 60g",$7.90
"MegRhythm Steam Thermo Patch 
Shoulder & Lower Back 4p",$7.95
"Eagle Fresh On Original, 8ml",$3.00
Fei Fah Red Flower Ointment w/MM 80ml,$15.65
"Fei Fah Millennium Ointment Roll On, 80ml",$21.40
"Lynk TGC Active Glucosamine Cream, 75g",$27.65
"Nurofen Nuromol Tablets, 12 tablets",$8.45
"Heritage Rheuma Patch, 14pcs",$7.80
"Panadol Extra, 20 caplets",$8.95
"Panadol with Optizorb, 120 caplets",$43.60
"Panadol Menstrual, 20 caplets",$9.50
"Eagle Medicated Oil (USA), 24ml",$6.60
"Alka Seltzer Effervescent Tablet, 20 tablets",$13.90
"Bengay Ultra Strength Non-Greasy Pain Relieving Cream, 4oz",$24.90
Fei Fah Electric Medibalm 19g w/Crocodile Oil x 6,$30.90
Fei Fah Electric Medibalm Extra 30g w/Crocodile Oil x 3,$38.00
"Heritage Rheuma Patch Twin Pack, 2x14pcs",$15.45
Double Prawn Herbal Oil 28ml x6 + Mini Kit,$25.00
"Panadol Children Pain and Fever Relief, 24  tablets",$7.60
